clip_id,feature_path,label,method,speaker_id,t_mouth,t_w2v,t_prosody,status
FufWLL1IIrQ_clip0027_t00171_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0027_t00171_crf35.pt,0,real,144,90,179,356,ok
FufWLL1IIrQ_clip0029_t00179_crf23,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0029_t00179_crf23.pt,0,real,144,75,148,294,ok
FufWLL1IIrQ_clip0034_t00203_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0034_t00203_crf35.pt,0,real,144,53,105,208,ok
0-fu0N-npmg_clip0020_t00245_crf30,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0020_t00245_crf30.pt,0,real,148,125,250,498,ok
0-fu0N-npmg_clip0023_t00260_crf40,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0023_t00260_crf40.pt,0,real,148,172,342,681,ok
2cg60JADoVY_clip0125_t00706_crf23,archive/pilot_v1/04_features_pilot\2cg60JADoVY_clip0125_t00706_crf23.pt,0,real,149,125,250,498,ok
2cg60JADoVY_clip0174_t00962_crf35,archive/pilot_v1/04_features_pilot\2cg60JADoVY_clip0174_t00962_crf35.pt,0,real,149,125,250,498,ok
2cg60JADoVY_clip0183_t01029_crf40,archive/pilot_v1/04_features_pilot\2cg60JADoVY_clip0183_t01029_crf40.pt,0,real,149,75,148,294,ok
vE8wJ17uidE_clip0011_t00070_crf35,archive/pilot_v1/04_features_pilot\vE8wJ17uidE_clip0011_t00070_crf35.pt,0,real,149,125,250,498,ok
vE8wJ17uidE_clip0095_t00578_crf30,archive/pilot_v1/04_features_pilot\vE8wJ17uidE_clip0095_t00578_crf30.pt,0,real,149,125,250,498,ok
vE8wJ17uidE_clip0101_t00612_crf23,archive/pilot_v1/04_features_pilot\vE8wJ17uidE_clip0101_t00612_crf23.pt,0,real,149,89,177,352,ok
7625284777838513428_clip0000_t00000_crf35,archive/pilot_v1/04_features_pilot\7625284777838513428_clip0000_t00000_crf35.pt,0,real,151,130,260,519,ok
FufWLL1IIrQ_clip0020_t00122_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0020_t00122_crf35.pt,0,real,153,129,256,510,ok
0-fu0N-npmg_clip0014_t00185_crf23,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0014_t00185_crf23.pt,0,real,155,125,250,498,ok
UnodrLYWJYI_clip0004_t00028_crf30,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0004_t00028_crf30.pt,0,real,157,125,250,498,ok
usfv-YmWPBs_clip0056_t00885_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0056_t00885_crf35.pt,0,real,158,125,250,498,ok
usfv-YmWPBs_clip0059_t00910_crf40,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0059_t00910_crf40.pt,0,real,158,155,308,614,ok
qh78i88JEiU_clip0024_t00227_crf23,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0024_t00227_crf23.pt,0,real,159,52,104,205,ok
qh78i88JEiU_clip0026_t00239_crf30,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0026_t00239_crf30.pt,0,real,159,54,107,212,ok
wKaFsRX95YY_clip0007_t00078_crf23,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0007_t00078_crf23.pt,0,real,161,70,139,275,ok
d31XnguWocc_clip0009_t00045_crf40,archive/pilot_v1/04_features_pilot\d31XnguWocc_clip0009_t00045_crf40.pt,0,real,165,72,142,282,ok
d31XnguWocc_clip0014_t00066_crf40,archive/pilot_v1/04_features_pilot\d31XnguWocc_clip0014_t00066_crf40.pt,0,real,165,78,155,308,ok
d31XnguWocc_clip0020_t00173_crf30,archive/pilot_v1/04_features_pilot\d31XnguWocc_clip0020_t00173_crf30.pt,0,real,165,125,250,498,ok
d31XnguWocc_clip0058_t00609_crf35,archive/pilot_v1/04_features_pilot\d31XnguWocc_clip0058_t00609_crf35.pt,0,real,165,115,228,454,ok
7635244125863972116_clip0000_t00015_crf40,archive/pilot_v1/04_features_pilot\7635244125863972116_clip0000_t00015_crf40.pt,0,real,167,82,163,324,ok
7635636716782505236_clip0002_t00017_crf40,archive/pilot_v1/04_features_pilot\7635636716782505236_clip0002_t00017_crf40.pt,0,real,167,140,279,556,ok
b9_oesdIz-M_clip0017_t00147_crf23,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0017_t00147_crf23.pt,0,real,168,232,464,925,ok
7483123814390304008_clip0011_t00145_crf30,archive/pilot_v1/04_features_pilot\7483123814390304008_clip0011_t00145_crf30.pt,0,real,169,73,146,289,ok
7636689448880721173_clip0002_t00016_crf35,archive/pilot_v1/04_features_pilot\7636689448880721173_clip0002_t00016_crf35.pt,0,real,170,75,148,294,ok
usfv-YmWPBs_clip0071_t01131_crf23,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0071_t01131_crf23.pt,0,real,179,70,139,275,ok
VqcyH3fnubE_clip0006_t00046_crf30,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0006_t00046_crf30.pt,0,real,181,124,248,493,ok
VqcyH3fnubE_clip0009_t00066_crf35,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0009_t00066_crf35.pt,0,real,181,52,103,203,ok
VqcyH3fnubE_clip0017_t00118_crf35,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0017_t00118_crf35.pt,0,real,181,115,228,454,ok
VqcyH3fnubE_clip0023_t00156_crf35,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0023_t00156_crf35.pt,0,real,181,55,108,215,ok
VqcyH3fnubE_clip0048_t00283_crf30,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0048_t00283_crf30.pt,0,real,181,115,230,459,ok
VqcyH3fnubE_clip0057_t00344_crf23,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0057_t00344_crf23.pt,0,real,181,115,230,459,ok
VqcyH3fnubE_clip0059_t00360_crf30,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0059_t00360_crf30.pt,0,real,181,62,122,243,ok
VqcyH3fnubE_clip0089_t00574_crf23,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0089_t00574_crf23.pt,0,real,181,51,100,199,ok
wKaFsRX95YY_clip0013_t00122_crf40,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0013_t00122_crf40.pt,0,real,182,227,452,902,ok
9fvi4IXr6rQ_clip0027_t00268_crf40,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0027_t00268_crf40.pt,0,real,184,200,400,798,ok
9fvi4IXr6rQ_clip0039_t00381_crf40,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0039_t00381_crf40.pt,0,real,184,71,141,280,ok
CHkaAtJLN3E_clip0065_t00905_crf23,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0065_t00905_crf23.pt,0,real,185,64,126,250,ok
mHTLamr-Zqk_clip0079_t00789_crf23,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0079_t00789_crf23.pt,0,real,188,83,164,326,ok
Qkdyus1My0Q_clip0000_t00077_crf35,archive/pilot_v1/04_features_pilot\Qkdyus1My0Q_clip0000_t00077_crf35.pt,0,real,189,53,105,208,ok
Qkdyus1My0Q_clip0002_t00087_crf40,archive/pilot_v1/04_features_pilot\Qkdyus1My0Q_clip0002_t00087_crf40.pt,0,real,189,125,250,498,ok
Qkdyus1My0Q_clip0003_t00091_crf30,archive/pilot_v1/04_features_pilot\Qkdyus1My0Q_clip0003_t00091_crf30.pt,0,real,189,116,231,461,ok
Qkdyus1My0Q_clip0006_t00120_crf40,archive/pilot_v1/04_features_pilot\Qkdyus1My0Q_clip0006_t00120_crf40.pt,0,real,189,125,250,498,ok
cVabKjWav-Y_clip0056_t00774_crf30,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0056_t00774_crf30.pt,0,real,190,148,295,589,ok
Nw3N73GJ2Zo_clip0051_t00576_crf40,archive/pilot_v1/04_features_pilot\Nw3N73GJ2Zo_clip0051_t00576_crf40.pt,0,real,192,253,505,1009,ok
3tEN20uif6g_clip0065_t01014_crf40,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0065_t01014_crf40.pt,0,real,193,236,469,937,ok
3tEN20uif6g_clip0066_t01025_crf30,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0066_t01025_crf30.pt,0,real,193,182,363,723,ok
7632179824886320404_clip0004_t00065_crf40,archive/pilot_v1/04_features_pilot\7632179824886320404_clip0004_t00065_crf40.pt,0,real,197,79,156,310,ok
7632179824886320404_clip0007_t00097_crf35,archive/pilot_v1/04_features_pilot\7632179824886320404_clip0007_t00097_crf35.pt,0,real,197,139,277,551,ok
0rNleOYzisw_clip0005_t00054_crf40,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0005_t00054_crf40.pt,0,real,199,66,130,259,ok
0rNleOYzisw_clip0006_t00057_crf40,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0006_t00057_crf40.pt,0,real,199,227,452,902,ok
0rNleOYzisw_clip0013_t00144_crf35,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0013_t00144_crf35.pt,0,real,199,51,100,199,ok
0rNleOYzisw_clip0032_t00488_crf30,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0032_t00488_crf30.pt,0,real,199,120,240,477,ok
0rNleOYzisw_clip0038_t00608_crf30,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0038_t00608_crf30.pt,0,real,199,84,168,333,ok
0rNleOYzisw_clip0060_t00946_crf23,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0060_t00946_crf23.pt,0,real,199,73,146,289,ok
0rNleOYzisw_clip0061_t00949_crf40,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0061_t00949_crf40.pt,0,real,199,80,158,315,ok
0rNleOYzisw_clip0063_t00955_crf30,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0063_t00955_crf30.pt,0,real,199,56,112,222,ok
0rNleOYzisw_clip0064_t00958_crf30,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0064_t00958_crf30.pt,0,real,199,112,222,442,ok
Wv2KVSy4j3E_clip0021_t00130_crf35,archive/pilot_v1/04_features_pilot\Wv2KVSy4j3E_clip0021_t00130_crf35.pt,0,real,200,83,164,326,ok
_UEZaDjz02I_clip0056_t00580_crf23,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0056_t00580_crf23.pt,0,real,200,119,238,475,ok
_UEZaDjz02I_clip0060_t00614_crf40,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0060_t00614_crf40.pt,0,real,200,62,122,243,ok
okygVjgD02Y_clip0000_t00009_crf40,archive/pilot_v1/04_features_pilot\okygVjgD02Y_clip0000_t00009_crf40.pt,0,real,200,105,209,417,ok
2A2WBpeuVNw_clip0019_t00332_crf35,archive/pilot_v1/04_features_pilot\2A2WBpeuVNw_clip0019_t00332_crf35.pt,0,real,202,52,103,203,ok
MpVfVbPdmis_clip0019_t00253_crf40,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0019_t00253_crf40.pt,0,real,204,121,241,479,ok
lq_tau31IE0_clip0050_t00802_crf35,archive/pilot_v1/04_features_pilot\lq_tau31IE0_clip0050_t00802_crf35.pt,0,real,206,190,379,756,ok
lq_tau31IE0_clip0051_t00810_crf30,archive/pilot_v1/04_features_pilot\lq_tau31IE0_clip0051_t00810_crf30.pt,0,real,206,70,139,275,ok
lq_tau31IE0_clip0053_t00821_crf40,archive/pilot_v1/04_features_pilot\lq_tau31IE0_clip0053_t00821_crf40.pt,0,real,206,193,385,767,ok
mHTLamr-Zqk_clip0012_t00165_crf30,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0012_t00165_crf30.pt,0,real,208,298,596,1190,ok
mHTLamr-Zqk_clip0030_t00335_crf40,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0030_t00335_crf40.pt,0,real,208,125,250,498,ok
mHTLamr-Zqk_clip0032_t00343_crf23,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0032_t00343_crf23.pt,0,real,208,109,218,433,ok
mHTLamr-Zqk_clip0097_t00912_crf40,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0097_t00912_crf40.pt,0,real,208,125,250,498,ok
mHTLamr-Zqk_clip0100_t00958_crf40,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0100_t00958_crf40.pt,0,real,208,125,250,498,ok
mHTLamr-Zqk_clip0101_t00962_crf35,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0101_t00962_crf35.pt,0,real,208,125,250,498,ok
MpVfVbPdmis_clip0050_t00625_crf30,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0050_t00625_crf30.pt,0,real,211,125,250,498,ok
7636682087633833234_clip0005_t00092_crf23,archive/pilot_v1/04_features_pilot\7636682087633833234_clip0005_t00092_crf23.pt,0,real,213,75,148,294,ok
7636682087633833234_clip0015_t00207_crf40,archive/pilot_v1/04_features_pilot\7636682087633833234_clip0015_t00207_crf40.pt,0,real,213,58,113,224,ok
7636682087633833234_clip0018_t00233_crf30,archive/pilot_v1/04_features_pilot\7636682087633833234_clip0018_t00233_crf30.pt,0,real,213,61,121,240,ok
7631099206593154325_clip0000_t00000_crf23,archive/pilot_v1/04_features_pilot\7631099206593154325_clip0000_t00000_crf23.pt,0,real,215,83,163,324,ok
gHsxuixSqz0_clip0013_t00140_crf35,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0013_t00140_crf35.pt,0,real,216,125,250,498,ok
sDVTmdupGlg_clip0063_t00525_crf35,archive/pilot_v1/04_features_pilot\sDVTmdupGlg_clip0063_t00525_crf35.pt,0,real,218,125,250,498,ok
0PsGwmgAI-k_clip0006_t00134_crf23,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0006_t00134_crf23.pt,0,real,219,158,316,630,ok
sDVTmdupGlg_clip0033_t00278_crf40,archive/pilot_v1/04_features_pilot\sDVTmdupGlg_clip0033_t00278_crf40.pt,0,real,220,184,366,730,ok
sDVTmdupGlg_clip0049_t00401_crf23,archive/pilot_v1/04_features_pilot\sDVTmdupGlg_clip0049_t00401_crf23.pt,0,real,220,125,250,498,ok
sDVTmdupGlg_clip0053_t00442_crf30,archive/pilot_v1/04_features_pilot\sDVTmdupGlg_clip0053_t00442_crf30.pt,0,real,220,79,156,310,ok
sDVTmdupGlg_clip0054_t00446_crf35,archive/pilot_v1/04_features_pilot\sDVTmdupGlg_clip0054_t00446_crf35.pt,0,real,220,124,248,493,ok
7642189430618361095_clip0002_t00008_crf35,archive/pilot_v1/04_features_pilot\7642189430618361095_clip0002_t00008_crf35.pt,0,real,222,112,222,442,ok
7642901099434757394_clip0001_t00007_crf30,archive/pilot_v1/04_features_pilot\7642901099434757394_clip0001_t00007_crf30.pt,0,real,225,73,143,284,ok
qh78i88JEiU_clip0067_t00680_crf30,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0067_t00680_crf30.pt,0,real,227,84,166,331,ok
cVabKjWav-Y_clip0044_t00556_crf35,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0044_t00556_crf35.pt,0,real,228,118,235,468,ok
cVabKjWav-Y_clip0048_t00683_crf35,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0048_t00683_crf35.pt,0,real,228,77,151,301,ok
cVabKjWav-Y_clip0063_t00818_crf23,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0063_t00818_crf23.pt,0,real,228,92,182,361,ok
7634287441553280272_clip0006_t00030_crf30,archive/pilot_v1/04_features_pilot\7634287441553280272_clip0006_t00030_crf30.pt,0,real,231,56,110,217,ok
7634287441553280272_clip0007_t00032_crf23,archive/pilot_v1/04_features_pilot\7634287441553280272_clip0007_t00032_crf23.pt,0,real,231,102,202,403,ok
7638602199739796756_clip0000_t00007_crf23,archive/pilot_v1/04_features_pilot\7638602199739796756_clip0000_t00007_crf23.pt,0,real,231,188,374,747,ok
P3K1OaKR4nY_clip0066_t00536_crf40,archive/pilot_v1/04_features_pilot\P3K1OaKR4nY_clip0066_t00536_crf40.pt,0,real,232,156,312,621,ok
MpVfVbPdmis_clip0013_t00202_crf30,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0013_t00202_crf30.pt,0,real,234,125,250,498,ok
BG6GHJfaEls_clip0032_t00166_crf30,archive/pilot_v1/04_features_pilot\BG6GHJfaEls_clip0032_t00166_crf30.pt,0,real,238,52,104,205,ok
BG6GHJfaEls_clip0033_t00169_crf30,archive/pilot_v1/04_features_pilot\BG6GHJfaEls_clip0033_t00169_crf30.pt,0,real,238,126,251,500,ok
7630081846314929428_clip0003_t00069_crf35,archive/pilot_v1/04_features_pilot\7630081846314929428_clip0003_t00069_crf35.pt,0,real,246,59,118,233,ok
7643611005758573845_clip0001_t00004_crf23,archive/pilot_v1/04_features_pilot\7643611005758573845_clip0001_t00004_crf23.pt,0,real,247,68,134,266,ok
7226359641922424069_clip0000_t00000_crf35,archive/pilot_v1/04_features_pilot\7226359641922424069_clip0000_t00000_crf35.pt,0,real,250,79,154,305,ok
7315077824895798529_clip0000_t00000_crf30,archive/pilot_v1/04_features_pilot\7315077824895798529_clip0000_t00000_crf30.pt,0,real,250,87,165,329,ok
b9_oesdIz-M_clip0048_t00441_crf23,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0048_t00441_crf23.pt,0,real,251,224,447,893,ok
b9_oesdIz-M_clip0064_t00588_crf35,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0064_t00588_crf35.pt,0,real,251,237,473,944,ok
g6hBKVh_7Pk_clip0028_t00229_crf35,archive/pilot_v1/04_features_pilot\g6hBKVh_7Pk_clip0028_t00229_crf35.pt,0,real,253,125,250,498,ok
0rNleOYzisw_clip0008_t00091_crf30,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0008_t00091_crf30.pt,0,real,255,72,142,282,ok
qwnzKjjauR8_clip0006_t00040_crf40,archive/pilot_v1/04_features_pilot\qwnzKjjauR8_clip0006_t00040_crf40.pt,0,real,258,249,496,990,ok
qwnzKjjauR8_clip0015_t00095_crf23,archive/pilot_v1/04_features_pilot\qwnzKjjauR8_clip0015_t00095_crf23.pt,0,real,258,58,117,231,ok
qwnzKjjauR8_clip0016_t00097_crf23,archive/pilot_v1/04_features_pilot\qwnzKjjauR8_clip0016_t00097_crf23.pt,0,real,258,105,209,417,ok
VdHT9nXSw-8_clip0013_t00109_crf30,archive/pilot_v1/04_features_pilot\VdHT9nXSw-8_clip0013_t00109_crf30.pt,0,real,260,118,236,470,ok
VdHT9nXSw-8_clip0021_t00172_crf35,archive/pilot_v1/04_features_pilot\VdHT9nXSw-8_clip0021_t00172_crf35.pt,0,real,260,64,128,254,ok
VdHT9nXSw-8_clip0023_t00184_crf35,archive/pilot_v1/04_features_pilot\VdHT9nXSw-8_clip0023_t00184_crf35.pt,0,real,260,51,100,199,ok
VdHT9nXSw-8_clip0036_t00283_crf40,archive/pilot_v1/04_features_pilot\VdHT9nXSw-8_clip0036_t00283_crf40.pt,0,real,260,193,385,767,ok
VdHT9nXSw-8_clip0043_t00319_crf23,archive/pilot_v1/04_features_pilot\VdHT9nXSw-8_clip0043_t00319_crf23.pt,0,real,260,123,247,491,ok
7629694361579785493_clip0000_t00004_crf23,archive/pilot_v1/04_features_pilot\7629694361579785493_clip0000_t00004_crf23.pt,0,real,263,106,211,419,ok
7631544309090864404_clip0002_t00060_crf35,archive/pilot_v1/04_features_pilot\7631544309090864404_clip0002_t00060_crf35.pt,0,real,263,62,122,243,ok
7627886990238747922_clip0006_t00080_crf23,archive/pilot_v1/04_features_pilot\7627886990238747922_clip0006_t00080_crf23.pt,0,real,265,69,137,273,ok
jfQzsbl5zZc_clip0032_t00185_crf23,archive/pilot_v1/04_features_pilot\jfQzsbl5zZc_clip0032_t00185_crf23.pt,0,real,268,109,218,433,ok
jfQzsbl5zZc_clip0101_t00536_crf23,archive/pilot_v1/04_features_pilot\jfQzsbl5zZc_clip0101_t00536_crf23.pt,0,real,268,125,250,498,ok
jfQzsbl5zZc_clip0117_t00626_crf40,archive/pilot_v1/04_features_pilot\jfQzsbl5zZc_clip0117_t00626_crf40.pt,0,real,268,125,250,498,ok
jfQzsbl5zZc_clip0138_t00740_crf30,archive/pilot_v1/04_features_pilot\jfQzsbl5zZc_clip0138_t00740_crf30.pt,0,real,268,58,115,229,ok
jfQzsbl5zZc_clip0165_t00859_crf23,archive/pilot_v1/04_features_pilot\jfQzsbl5zZc_clip0165_t00859_crf23.pt,0,real,268,112,222,442,ok
9fvi4IXr6rQ_clip0007_t00097_crf30,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0007_t00097_crf30.pt,0,real,270,115,228,454,ok
ijoyJhqD740_clip0056_t00789_crf40,archive/pilot_v1/04_features_pilot\ijoyJhqD740_clip0056_t00789_crf40.pt,0,real,270,115,228,454,ok
7625989357257641237_clip0001_t00028_crf30,archive/pilot_v1/04_features_pilot\7625989357257641237_clip0001_t00028_crf30.pt,0,real,271,90,177,352,ok
t6uBz4HwSTg_clip0003_t00060_crf35,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0003_t00060_crf35.pt,0,real,273,111,221,440,ok
t6uBz4HwSTg_clip0004_t00065_crf30,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0004_t00065_crf30.pt,0,real,273,110,219,435,ok
_adzgpYkn_c_clip0017_t00195_crf40,archive/pilot_v1/04_features_pilot\_adzgpYkn_c_clip0017_t00195_crf40.pt,0,real,275,198,395,788,ok
0PsGwmgAI-k_clip0013_t00297_crf40,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0013_t00297_crf40.pt,0,real,276,116,230,459,ok
3tEN20uif6g_clip0035_t00482_crf40,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0035_t00482_crf40.pt,0,real,278,105,209,417,ok
3tEN20uif6g_clip0038_t00494_crf30,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0038_t00494_crf30.pt,0,real,278,62,122,243,ok
3tEN20uif6g_clip0052_t00763_crf35,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0052_t00763_crf35.pt,0,real,278,94,187,373,ok
3tEN20uif6g_clip0057_t00781_crf23,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0057_t00781_crf23.pt,0,real,278,84,166,331,ok
VdHT9nXSw-8_clip0001_t00005_crf23,archive/pilot_v1/04_features_pilot\VdHT9nXSw-8_clip0001_t00005_crf23.pt,0,real,279,249,497,993,ok
y3vBfCdY2tQ_clip0018_t00232_crf40,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0018_t00232_crf40.pt,0,real,282,68,135,268,ok
UnodrLYWJYI_clip0075_t00781_crf23,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0075_t00781_crf23.pt,0,real,283,98,194,387,ok
gHsxuixSqz0_clip0004_t00060_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0004_t00060_crf23.pt,0,real,285,139,277,551,ok
gHsxuixSqz0_clip0091_t01083_crf30,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0091_t01083_crf30.pt,0,real,285,228,454,907,ok
hjEoiiSe0is_clip0003_t00045_crf35,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0003_t00045_crf35.pt,0,real,285,250,498,995,ok
hjEoiiSe0is_clip0013_t00241_crf23,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0013_t00241_crf23.pt,0,real,285,97,193,384,ok
lq_tau31IE0_clip0042_t00749_crf40,archive/pilot_v1/04_features_pilot\lq_tau31IE0_clip0042_t00749_crf40.pt,0,real,287,218,435,867,ok
7636049221711416584_clip0004_t00033_crf40,archive/pilot_v1/04_features_pilot\7636049221711416584_clip0004_t00033_crf40.pt,0,real,289,122,243,484,ok
b9_oesdIz-M_clip0006_t00049_crf30,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0006_t00049_crf30.pt,0,real,290,125,250,498,ok
b9_oesdIz-M_clip0014_t00126_crf40,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0014_t00126_crf40.pt,0,real,290,125,250,498,ok
b9_oesdIz-M_clip0025_t00194_crf35,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0025_t00194_crf35.pt,0,real,290,125,250,498,ok
b9_oesdIz-M_clip0030_t00233_crf35,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0030_t00233_crf35.pt,0,real,290,88,176,349,ok
b9_oesdIz-M_clip0058_t00559_crf23,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0058_t00559_crf23.pt,0,real,290,125,250,498,ok
y3vBfCdY2tQ_clip0000_t00004_crf35,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0000_t00004_crf35.pt,0,real,291,268,536,1069,ok
bhO764uZyDA_clip0066_t00385_crf35,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0066_t00385_crf35.pt,0,real,294,53,104,205,ok
bhO764uZyDA_clip0070_t00409_crf40,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0070_t00409_crf40.pt,0,real,294,58,117,231,ok
bhO764uZyDA_clip0071_t00412_crf35,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0071_t00412_crf35.pt,0,real,294,58,117,231,ok
I-uqcg6HtaQ_clip0075_t00909_crf35,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0075_t00909_crf35.pt,0,real,295,166,331,661,ok
y3vBfCdY2tQ_clip0050_t00410_crf40,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0050_t00410_crf40.pt,0,real,303,60,118,233,ok
7637490771456707861_clip0003_t00047_crf40,archive/pilot_v1/04_features_pilot\7637490771456707861_clip0003_t00047_crf40.pt,0,real,316,97,192,382,ok
CHkaAtJLN3E_clip0049_t00780_crf40,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0049_t00780_crf40.pt,0,real,319,125,250,498,ok
CHkaAtJLN3E_clip0073_t01048_crf23,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0073_t01048_crf23.pt,0,real,319,136,272,542,ok
usfv-YmWPBs_clip0000_t00022_crf30,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0000_t00022_crf30.pt,0,real,319,76,151,301,ok
usfv-YmWPBs_clip0009_t00183_crf23,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0009_t00183_crf23.pt,0,real,319,268,534,1067,ok
usfv-YmWPBs_clip0036_t00585_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0036_t00585_crf35.pt,0,real,319,90,179,356,ok
usfv-YmWPBs_clip0045_t00762_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0045_t00762_crf35.pt,0,real,319,144,286,570,ok
usfv-YmWPBs_clip0053_t00838_crf23,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0053_t00838_crf23.pt,0,real,319,170,338,675,ok
UnodrLYWJYI_clip0028_t00276_crf30,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0028_t00276_crf30.pt,0,real,326,125,250,498,ok
I-uqcg6HtaQ_clip0015_t00156_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0015_t00156_crf40.pt,0,real,329,96,190,377,ok
